Entry	Gene Names (primary)	Gene Names	Protein names	Reviewed
A0ACI8VG96	MYH7	MYH7	Myosin heavy chain 7	unreviewed
A0ACI8VG97	PSME3	PSME3	Proteasome activator subunit 3	unreviewed
A0ACI8VG98	TRIM37	TRIM37	Tripartite motif containing 37	unreviewed
A0ACI8VG99	KPNA2	KPNA2	Karyopherin subunit alpha 2	unreviewed
A0ACI8VGA0	COG2	COG2	Component of oligomeric golgi complex 2	unreviewed
A0ACI8VGA1	AAAS	AAAS	Aladin WD repeat nucleoporin	unreviewed
A0ACI8VGA2	WHR1	WHR1	Winged helix repair factor 1	unreviewed
A0ACI8VGA3	PEBP4	PEBP4	Phosphatidylethanolamine binding protein 4	unreviewed
A0ACI8VGA4	MYOCD	MYOCD	Myocardin	unreviewed
A0ACI8VGA5	PMPCA	PMPCA	Peptidase, mitochondrial processing subunit alpha	unreviewed
A0ACI8VGA6	ANKRD29	ANKRD29	Ankyrin repeat domain 29	unreviewed
A0ACI8VGA7	ZC3H6	ZC3H6	Zinc finger CCCH-type containing 6	unreviewed
A0ACI8VGA8	BABAM2	BABAM2	BRISC and BRCA1 A complex member 2	unreviewed
A0ACI8VGA9	PEX11B	PEX11B	Peroxisomal biogenesis factor 11 beta	unreviewed
A0ACI8VGB0	TRIM37	TRIM37	Tripartite motif containing 37	unreviewed
A0ACI8VGB2	RPL3L	RPL3L	Ribosomal protein L3 like	unreviewed
A0ACI8VGB3	NAPSA	NAPSA	Napsin A aspartic peptidase	unreviewed
A0ACI8VGB4	RPL3L	RPL3L	Ribosomal protein L3 like	unreviewed
A0ACI8VGB5	AGER	AGER	Advanced glycosylation end-product specific receptor	unreviewed
A0ACI8VGB6	BCAS2	BCAS2	BCAS2 pre-mRNA processing factor	unreviewed
A0ACI8VGB7	TRIM37	TRIM37	Tripartite motif containing 37	unreviewed
A0ACI8VGB8	MYLK2	MYLK2	Myosin light chain kinase 2	unreviewed
A0ACI8VGB9	RPL3L	RPL3L	Ribosomal protein L3 like	unreviewed
A0ACI8VGC0	ANKRD29	ANKRD29	Ankyrin repeat domain 29	unreviewed
A0ACI8VGC1	RFT1	RFT1	RFT1 glycolipid translocator homolog	unreviewed
A0ACI8VGC2	KCNK2	KCNK2	Potassium two pore domain channel subfamily K member 2	unreviewed
A0ACI8VGC4	NNT	NNT	Nicotinamide nucleotide transhydrogenase	unreviewed
A0ACI8VGC6	SCARB1	SCARB1	Scavenger receptor class B member 1	unreviewed
A0ACI8VGC7	SCEL	SCEL	Sciellin	unreviewed
A0ACI8VGC8	ZNF714	ZNF714	Zinc finger protein 714	unreviewed
A0ACI8VGD1	COG2	COG2	Component of oligomeric golgi complex 2	unreviewed
A0ACI8VGD2	PPP2CA	PPP2CA	Protein phosphatase 2 catalytic subunit alpha	unreviewed
A0ACI8VGD3	ANKRD26	ANKRD26	Ankyrin repeat domain containing 26	unreviewed
A0ACI8VGD4	NNT	NNT	Nicotinamide nucleotide transhydrogenase	unreviewed
A0ACI8VGD5	APPL2	APPL2	Adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2	unreviewed
A0ACI8VGD6	ZNF692	ZNF692	Zinc finger protein 692	unreviewed
A0ACI8VGD7	BCAS2	BCAS2	BCAS2 pre-mRNA processing factor	unreviewed
A0ACI8VGD8	WHR1	WHR1	Winged helix repair factor 1	unreviewed
A0ACI8VGD9	ELP2	ELP2	Elongator acetyltransferase complex subunit 2	unreviewed
A0ACI8VGE0	TUBG2	TUBG2	Tubulin gamma 2	unreviewed
A0ACI8VGE1	ALDH16A1	ALDH16A1	Aldehyde dehydrogenase 16 family member A1	unreviewed
A0ACI8VGE2	SCARB1	SCARB1	Scavenger receptor class B member 1	unreviewed
A0ACI8VGE3	RPL3L	RPL3L	Ribosomal protein L3 like	unreviewed
A0ACI8VGE4	RFT1	RFT1	RFT1 glycolipid translocator homolog	unreviewed
A0ACI8VGE5	PPP3CA	PPP3CA	Protein phosphatase 3 catalytic subunit alpha	unreviewed
A0ACI8VGE6	ANKS1A	ANKS1A	Ankyrin repeat and sterile alpha motif domain containing 1A	unreviewed
A0ACI8VGE7	FLNA	FLNA	Filamin A	unreviewed
A0ACI8VGE8	SMU1	SMU1	SMU1 DNA replication regulator and spliceosomal factor	unreviewed
A0ACI8VGE9	ELP2	ELP2	Elongator acetyltransferase complex subunit 2	unreviewed
A0ACI8VGF0	TUBG2	TUBG2	Tubulin gamma 2	unreviewed
A0ACI8VGF1	HAT1	HAT1	Histone acetyltransferase 1	unreviewed
A0ACI8VGF2	G6PD	G6PD	Glucose-6-phosphate dehydrogenase	unreviewed
A0ACI8VGF3	SCEL	SCEL	Sciellin	unreviewed
A0ACI8VGF5	TUBG2	TUBG2	Tubulin gamma 2	unreviewed
A0ACI8VGF6	NNT	NNT	Nicotinamide nucleotide transhydrogenase	unreviewed
A0ACI8VGF7	ACSS3	ACSS3	Acyl-CoA synthetase short chain family member 3	unreviewed
A0ACI8VGF8	ZNF692	ZNF692	Zinc finger protein 692	unreviewed
A0ACI8VGF9	PMPCA	PMPCA	Peptidase, mitochondrial processing subunit alpha	unreviewed
A0ACI8VGG0	SNX25	SNX25	Sorting nexin 25	unreviewed
A0ACI8VGG1	NNT	NNT	Nicotinamide nucleotide transhydrogenase	unreviewed
A0ACI8VGG2	ATF2	ATF2	Activating transcription factor 2	unreviewed
A0ACI8VGG3	NR2C2	NR2C2	Nuclear receptor subfamily 2 group C member 2	unreviewed
A0ACI8VGG4	MRPS12	MRPS12	Mitochondrial ribosomal protein S12	unreviewed
A0ACI8VGG5	ANKRD26	ANKRD26	Ankyrin repeat domain containing 26	unreviewed
A0ACI8VGG9	MYH6	MYH6	Myosin heavy chain 6	unreviewed
A0ACI8VGH0	NCKAP1	NCKAP1	NCK associated protein 1	unreviewed
A0ACI8VGH1	FSD1	FSD1	Fibronectin type III and SPRY domain containing 1	unreviewed
A0ACI8VGH2	KIFC2	KIFC2	Kinesin family member C2	unreviewed
A0ACI8VGH4	MYH6	MYH6	Myosin heavy chain 6	unreviewed
A0ACI8VGH5	MOGAT2	MOGAT2	Monoacylglycerol O-acyltransferase 2	unreviewed
A0ACI8VGH6	CAMK2G	CAMK2G	Calcium/calmodulin dependent protein kinase II gamma	unreviewed
A0ACI8VGH7	MYH6	MYH6	Myosin heavy chain 6	unreviewed
A0ACI8VGH8	MYH6	MYH6	Myosin heavy chain 6	unreviewed
A0ACI8VGH9	CAMK2G	CAMK2G	Calcium/calmodulin dependent protein kinase II gamma	unreviewed
A0ACI8VGI0	CAMK2G	CAMK2G	Calcium/calmodulin dependent protein kinase II gamma	unreviewed
A0ACI8VGI1	SNX25	SNX25	Sorting nexin 25	unreviewed
A0ACI8VGI2	ZNF692	ZNF692	Zinc finger protein 692	unreviewed
A0ACI8VGI3	SETDB2	SETDB2	SET domain bifurcated histone lysine methyltransferase 2	unreviewed
A0ACI8VGI4	ZNF692	ZNF692	Zinc finger protein 692	unreviewed
A0ACI8VGI5	ATF2	ATF2	Activating transcription factor 2	unreviewed
A0ACI8VGI6	ZBBX	ZBBX	Zinc finger B-box domain containing	unreviewed
A0ACI8VGI7	SCEL	SCEL	Sciellin	unreviewed
A0ACI8VGI8	ZNF226	ZNF226	Zinc finger protein 226	unreviewed
A0ACI8VGI9	AFG3L2	AFG3L2	AFG3 like matrix AAA peptidase subunit 2	unreviewed
A0ACI8VGJ0	TUBG2	TUBG2	Tubulin gamma 2	unreviewed
A0ACI8VGJ1	MYH6	MYH6	Myosin heavy chain 6	unreviewed
A0ACI8VGJ2	SNX25	SNX25	Sorting nexin 25	unreviewed
A0ACI8VGJ3	MYH6	MYH6	Myosin heavy chain 6	unreviewed
A0ACI8VGJ5	DGAT1	DGAT1	Diacylglycerol O-acyltransferase 1	unreviewed
A0ACI8VGJ6	NOC3L	NOC3L	NOC3 like DNA replication regulator	unreviewed
A0ACI8VGJ7	NPR2	NPR2	Natriuretic peptide receptor 2	unreviewed
A0ACI8VGJ8	EHBP1L1	EHBP1L1	EH domain binding protein 1 like 1	unreviewed
A0ACI8VGJ9	EHBP1L1	EHBP1L1	EH domain binding protein 1 like 1	unreviewed
A0ACI8VGK0	TJP2	TJP2	Tight junction protein 2	unreviewed
A0ACI8VGK1	MYH6	MYH6	Myosin heavy chain 6	unreviewed
A0ACI8VGK2	MYH6	MYH6	Myosin heavy chain 6	unreviewed
A0ACI8VGK3	RPL3L	RPL3L	Ribosomal protein L3 like	unreviewed
A0ACI8VGK4	PYROXD1	PYROXD1	Pyridine nucleotide-disulphide oxidoreductase domain 1	unreviewed
A0ACI8VGK5	FOXP1	FOXP1	Forkhead box P1	unreviewed
A0ACI8VGK6	CLTCL1	CLTCL1	Clathrin heavy chain like 1	unreviewed
A0ACI8VGK7	SCEL	SCEL	Sciellin	unreviewed
A0ACI8VGK8	KHK	KHK	Ketohexokinase	unreviewed
A0ACI8VGK9	AFG3L2	AFG3L2	AFG3 like matrix AAA peptidase subunit 2	unreviewed
A0ACI8VGL0	ATF2	ATF2	Activating transcription factor 2	unreviewed
A0ACI8VGL1	EHBP1L1	EHBP1L1	EH domain binding protein 1 like 1	unreviewed
A0ACI8VGL3	NPR2	NPR2	Natriuretic peptide receptor 2	unreviewed
A0ACI8VGL4	CYP4F12	CYP4F12	Cytochrome P450 family 4 subfamily F member 12	unreviewed
A0ACI8VGL5	ACSS1	ACSS1	Acyl-CoA synthetase short chain family member 1	unreviewed
A0ACI8VGL6	EHBP1L1	EHBP1L1	EH domain binding protein 1 like 1	unreviewed
A0ACI8VGL7	COMT	COMT	Catechol-O-methyltransferase	unreviewed
A0ACI8VGL9	TJP2	TJP2	Tight junction protein 2	unreviewed
A0ACI8VGM0	EHBP1L1	EHBP1L1	EH domain binding protein 1 like 1	unreviewed
A0ACI8VGM1	NCKAP1	NCKAP1	NCK associated protein 1	unreviewed
A0ACI8VGM3	ATF2	ATF2	Activating transcription factor 2	unreviewed
A0ACI8VGM5	PYROXD1	PYROXD1	Pyridine nucleotide-disulphide oxidoreductase domain 1	unreviewed
A0ACI8VGM6	SLC35B3	SLC35B3	Solute carrier family 35 member B3	unreviewed
A0ACI8VGM7	POLR3E	POLR3E	RNA polymerase III subunit E	unreviewed
A0ACI8VGM8	ANKRD26	ANKRD26	Ankyrin repeat domain containing 26	unreviewed
A0ACI8VGM9	COMT	COMT	Catechol-O-methyltransferase	unreviewed
A0ACI8VGN0	SLC35B3	SLC35B3	Solute carrier family 35 member B3	unreviewed
A0ACI8VGN1	NDST1	NDST1	N-deacetylase and N-sulfotransferase 1	unreviewed
A0ACI8VGN3	MYH6	MYH6	Myosin heavy chain 6	unreviewed
A0ACI8VGN4	PDCD6IP	PDCD6IP	Programmed cell death 6 interacting protein	unreviewed
A0ACI8VGN5	EHBP1L1	EHBP1L1	EH domain binding protein 1 like 1	unreviewed
A0ACI8VGN6	DONSON	DONSON	DNA replication fork stabilization factor DONSON	unreviewed
A0ACI8VGN8	NPR2	NPR2	Natriuretic peptide receptor 2	unreviewed
A0ACI8VGN9	HDAC5	HDAC5	Histone deacetylase 5	unreviewed
A0ACI8VGP0	KHK	KHK	Ketohexokinase	unreviewed
A0ACI8VGP1	COMT	COMT	Catechol-O-methyltransferase	unreviewed
A0ACI8VGP2	AFG3L2	AFG3L2	AFG3 like matrix AAA peptidase subunit 2	unreviewed
A0ACI8VGP3	PARP16	PARP16	Poly(ADP-ribose) polymerase family member 16	unreviewed
A0ACI8VGP4	HDAC5	HDAC5	Histone deacetylase 5	unreviewed
A0ACI8VGP5	WDR47	WDR47	WD repeat domain 47	unreviewed
A0ACI8VGP6	EHBP1L1	EHBP1L1	EH domain binding protein 1 like 1	unreviewed
A0ACI8VGP7	PDCD6IP	PDCD6IP	Programmed cell death 6 interacting protein	unreviewed
A0ACI8VGP8	HDAC5	HDAC5	Histone deacetylase 5	unreviewed
A0ACI8VGQ2	SMIM8	SMIM8	Small integral membrane protein 8	unreviewed
A0ACI8VGQ3	DNER	DNER	Delta/notch like EGF repeat containing	unreviewed
A0ACI8VGQ4	DHX36	DHX36	DEAH-box helicase 36	unreviewed
A0ACI8VGQ5	EHBP1L1	EHBP1L1	EH domain binding protein 1 like 1	unreviewed
A0ACI8VGQ6	SNX25	SNX25	Sorting nexin 25	unreviewed
A0ACI8VGQ8	COMMD3	COMMD3	COMM domain containing 3	unreviewed
A0ACI8VGQ9	CYP11B1	CYP11B1	Cytochrome P450 family 11 subfamily B member 1	unreviewed
A0ACI8VGR0	HDAC5	HDAC5	Histone deacetylase 5	unreviewed
A0ACI8VGR1	MYO1A	MYO1A	Myosin IA	unreviewed
A0ACI8VGR2	PALM	PALM	Paralemmin	unreviewed
A0ACI8VGR3	CLTCL1	CLTCL1	Clathrin heavy chain like 1	unreviewed
A0ACI8VGR4	MYH7	MYH7	Myosin heavy chain 7	unreviewed
A0ACI8VGR5	CYP11B1	CYP11B1	Cytochrome P450 family 11 subfamily B member 1	unreviewed
A0ACI8VGR6	MRPS22	MRPS22	Mitochondrial ribosomal protein S22	unreviewed
A0ACI8VGR7	MYH7	MYH7	Myosin heavy chain 7	unreviewed
A0ACI8VGR9	TTLL10	TTLL10	Tubulin tyrosine ligase like 10	unreviewed
A0ACI8VGS1	HDAC5	HDAC5	Histone deacetylase 5	unreviewed
A0ACI8VGS2	CYP11B1	CYP11B1	Cytochrome P450 family 11 subfamily B member 1	unreviewed
A0ACI8VGS3	EHBP1L1	EHBP1L1	EH domain binding protein 1 like 1	unreviewed
A0ACI8VGS4	RBM28	RBM28	RNA binding motif protein 28	unreviewed
A0ACI8VGS6	FEZ1	FEZ1	Fasciculation and elongation protein zeta 1	unreviewed
A0ACI8VGS7	SPG7	SPG7	SPG7 matrix AAA peptidase subunit, paraplegin	unreviewed
A0ACI8VGS8	PGM2L1	PGM2L1	Phosphoglucomutase 2 like 1	unreviewed
A0ACI8VGS9	DONSON	DONSON	DNA replication fork stabilization factor DONSON	unreviewed
A0ACI8VGT0	NDST1	NDST1	N-deacetylase and N-sulfotransferase 1	unreviewed
A0ACI8VGT1	MYLK2	MYLK2	Myosin light chain kinase 2	unreviewed
A0ACI8VGT2	GTF2B	GTF2B	General transcription factor IIB	unreviewed
A0ACI8VGT3	CYP11B1	CYP11B1	Cytochrome P450 family 11 subfamily B member 1	unreviewed
A0ACI8VGT4	GALT	GALT	Galactose-1-phosphate uridylyltransferase	unreviewed
A0ACI8VGT5	ZNF155	ZNF155	Zinc finger protein 155	unreviewed
A0ACI8VGT6	CYP11B1	CYP11B1	Cytochrome P450 family 11 subfamily B member 1	unreviewed
A0ACI8VGT7	GALT	GALT	Galactose-1-phosphate uridylyltransferase	unreviewed
A0ACI8VGT8	EMC8	EMC8	ER membrane protein complex subunit 8	unreviewed
A0ACI8VGT9	ZNF618	ZNF618	Zinc finger protein 618	unreviewed
A0ACI8VGU0	ZNF618	ZNF618	Zinc finger protein 618	unreviewed
A0ACI8VGU1	JAG2	JAG2	Jagged canonical Notch ligand 2	unreviewed
A0ACI8VGU2	ZNF618	ZNF618	Zinc finger protein 618	unreviewed
A0ACI8VGU3	ZNF618	ZNF618	Zinc finger protein 618	unreviewed
A0ACI8VGU4	ZNF618	ZNF618	Zinc finger protein 618	unreviewed
A0ACI8VGU6	ZNF618	ZNF618	Zinc finger protein 618	unreviewed
A0ACI8VGU7	ZNF618	ZNF618	Zinc finger protein 618	unreviewed
A0ACI8VGU8	DHX36	DHX36	DEAH-box helicase 36	unreviewed
A0ACI8VGU9	POLM	POLM	DNA polymerase mu	unreviewed
A0ACI8VGV0	MYH6	MYH6	Myosin heavy chain 6	unreviewed
A0ACI8VGV1	ZNF618	ZNF618	Zinc finger protein 618	unreviewed
A0ACI8VGV2	CTSE	CTSE	Cathepsin E	unreviewed
A0ACI8VGV3	DNER	DNER	Delta/notch like EGF repeat containing	unreviewed
A0ACI8VGV4	UPF3A	UPF3A	UPF3A regulator of nonsense mediated mRNA decay	unreviewed
A0ACI8VGV5	FEZ1	FEZ1	Fasciculation and elongation protein zeta 1	unreviewed
A0ACI8VGV6	UNC13D	UNC13D	Unc-13 homolog D	unreviewed
A0ACI8VGV7	FEZ1	FEZ1	Fasciculation and elongation protein zeta 1	unreviewed
A0ACI8VGV8	RECQL	RECQL	RecQ like helicase	unreviewed
A0ACI8VGV9	PPP1R1A	PPP1R1A	Protein phosphatase 1 regulatory inhibitor subunit 1A	unreviewed
A0ACI8VGW0	CYP11B1	CYP11B1	Cytochrome P450 family 11 subfamily B member 1	unreviewed
A0ACI8VGW1	SELENBP1	SELENBP1	Selenium binding protein 1	unreviewed
A0ACI8VGW2	SIGMAR1	SIGMAR1	Sigma non-opioid intracellular receptor 1	unreviewed
A0ACI8VGW3	RECQL	RECQL	RecQ like helicase	unreviewed
A0ACI8VGW4	CTNNB1	CTNNB1	Catenin beta 1	unreviewed
A0ACI8VGW5	GSTK1	GSTK1	Glutathione S-transferase kappa 1	unreviewed
A0ACI8VGW6	GSTK1	GSTK1	Glutathione S-transferase kappa 1	unreviewed
A0ACI8VGW8	GSTK1	GSTK1	Glutathione S-transferase kappa 1	unreviewed
A0ACI8VGW9	FAM227B	FAM227B	Family with sequence similarity 227 member B	unreviewed
A0ACI8VGX1	CYP11B1	CYP11B1	Cytochrome P450 family 11 subfamily B member 1	unreviewed
A0ACI8VGX2	EHBP1L1	EHBP1L1	EH domain binding protein 1 like 1	unreviewed
A0ACI8VGX3	SPICE1	SPICE1	Spindle and centriole associated protein 1	unreviewed
A0ACI8VGX4	CTC1	CTC1	CST telomere replication complex component 1	unreviewed
A0ACI8VGX5	FAM227B	FAM227B	Family with sequence similarity 227 member B	unreviewed
A0ACI8VGX6	CLEC18A	CLEC18A	C-type lectin domain family 18 member A	unreviewed
A0ACI8VGX7	ZNF618	ZNF618	Zinc finger protein 618	unreviewed
A0ACI8VGX8	ZNF618	ZNF618	Zinc finger protein 618	unreviewed
A0ACI8VGX9	TBC1D24	TBC1D24	TBC1 domain family member 24	unreviewed
A0ACI8VGY0	SPG7	SPG7	SPG7 matrix AAA peptidase subunit, paraplegin	unreviewed
A0ACI8VGY1	JAG2	JAG2	Jagged canonical Notch ligand 2	unreviewed
A0ACI8VGY2	LRCH4	LRCH4	Leucine rich repeats and calponin homology domain containing 4	unreviewed
A0ACI8VGY3	AGFG1	AGFG1	ArfGAP with FG repeats 1	unreviewed
A0ACI8VGY4	POLM	POLM	DNA polymerase mu	unreviewed
A0ACI8VGY5	WASHC2C	WASHC2C	WASH complex subunit 2C	unreviewed
A0ACI8VGY6	ZNF143	ZNF143	Zinc finger protein 143	unreviewed
A0ACI8VGY7	PNKP	PNKP	Polynucleotide kinase 3'-phosphatase	unreviewed
A0ACI8VGY8	GALT	GALT	Galactose-1-phosphate uridylyltransferase	unreviewed
A0ACI8VGY9	LRCH4	LRCH4	Leucine rich repeats and calponin homology domain containing 4	unreviewed
A0ACI8VGZ0	KIFC2	KIFC2	Kinesin family member C2	unreviewed
A0ACI8VGZ1	WASHC2C	WASHC2C	WASH complex subunit 2C	unreviewed
A0ACI8VGZ2	ZNF366	ZNF366	Zinc finger protein 366	unreviewed
A0ACI8VGZ3	WASHC2C	WASHC2C	WASH complex subunit 2C	unreviewed
A0ACI8VGZ4	RPAP3	RPAP3	RNA polymerase II associated protein 3	unreviewed
A0ACI8VGZ6	STAG1	STAG1	STAG1 cohesin complex component	unreviewed
A0ACI8VGZ7	WASHC2C	WASHC2C	WASH complex subunit 2C	unreviewed
A0ACI8VGZ8	WASHC2C	WASHC2C	WASH complex subunit 2C	unreviewed
A0ACI8VGZ9	PLCH1	PLCH1	Phospholipase C eta 1	unreviewed
A0ACI8VH00	WASHC2C	WASHC2C	WASH complex subunit 2C	unreviewed
A0ACI8VH01	MAN2A1	MAN2A1	Mannosidase alpha class 2A member 1	unreviewed
A0ACI8VH02	L3MBTL3	L3MBTL3	L3MBTL histone methyl-lysine binding protein 3	unreviewed
A0ACI8VH03	WASHC2C	WASHC2C	WASH complex subunit 2C	unreviewed
A0ACI8VH04	WASHC2C	WASHC2C	WASH complex subunit 2C	unreviewed
A0ACI8VH05	SELENBP1	SELENBP1	Selenium binding protein 1	unreviewed
A0ACI8VH06	EMC8	EMC8	ER membrane protein complex subunit 8	unreviewed
A0ACI8VH07	RTBDN	RTBDN	Retbindin	unreviewed
A0ACI8VH08	LRWD1	LRWD1	Leucine rich repeats and WD repeat domain containing 1	unreviewed
A0ACI8VH09	ANKRD24	ANKRD24	Ankyrin repeat domain 24	unreviewed
A0ACI8VH10	SMYD1	SMYD1	SET and MYND domain containing 1	unreviewed
A0ACI8VH11	SCYL3	SCYL3	SCY1 like pseudokinase 3	unreviewed
A0ACI8VH12	DNAJA2	DNAJA2	DnaJ heat shock protein family (Hsp40) member A2	unreviewed
A0ACI8VH13	STAG1	STAG1	STAG1 cohesin complex component	unreviewed
A0ACI8VH14	CYC1	CYC1	Cytochrome c1	unreviewed
A0ACI8VH15	SIGLEC7	SIGLEC7	Sialic acid binding Ig like lectin 7	unreviewed
A0ACI8VH16	RGP1	RGP1	RGP1 homolog, RAB6A GEF complex partner 1	unreviewed
A0ACI8VH17	TMEM183A	TMEM183A	Transmembrane protein 183A	unreviewed
A0ACI8VH18	NCKAP1	NCKAP1	NCK associated protein 1	unreviewed
A0ACI8VH19	WASHC2C	WASHC2C	WASH complex subunit 2C	unreviewed
A0ACI8VH20	NFYB	NFYB	Nuclear transcription factor Y subunit beta	unreviewed
A0ACI8VH21	WASHC2C	WASHC2C	WASH complex subunit 2C	unreviewed
A0ACI8VH22	DNAJA2	DNAJA2	DnaJ heat shock protein family (Hsp40) member A2	unreviewed
A0ACI8VH23	PTBP2	PTBP2	Polypyrimidine tract binding protein 2	unreviewed
A0ACI8VH24	SIGLEC7	SIGLEC7	Sialic acid binding Ig like lectin 7	unreviewed
A0ACI8VH25	WASHC2C	WASHC2C	WASH complex subunit 2C	unreviewed
A0ACI8VH26	NFYB	NFYB	Nuclear transcription factor Y subunit beta	unreviewed
A0ACI8VH27	PTBP2	PTBP2	Polypyrimidine tract binding protein 2	unreviewed
A0ACI8VH28	NUDT9	NUDT9	Nudix hydrolase 9	unreviewed
A0ACI8VH29	AGFG1	AGFG1	ArfGAP with FG repeats 1	unreviewed
A0ACI8VH30	PNKP	PNKP	Polynucleotide kinase 3'-phosphatase	unreviewed
A0ACI8VH31	WASHC2C	WASHC2C	WASH complex subunit 2C	unreviewed
A0ACI8VH32	CYC1	CYC1	Cytochrome c1	unreviewed
A0ACI8VH33	NCKAP1	NCKAP1	NCK associated protein 1	unreviewed
A0ACI8VH34	IQCB1	IQCB1	IQ motif containing B1	unreviewed
A0ACI8VH35	PPP3CC	PPP3CC	Protein phosphatase 3 catalytic subunit gamma	unreviewed
A0ACI8VH36	PPP3CC	PPP3CC	Protein phosphatase 3 catalytic subunit gamma	unreviewed
A0ACI8VH37	NIBAN1	NIBAN1	Niban apoptosis regulator 1	unreviewed
A0ACI8VH38	PPP3CC	PPP3CC	Protein phosphatase 3 catalytic subunit gamma	unreviewed
A0ACI8VH39	WASHC2C	WASHC2C	WASH complex subunit 2C	unreviewed
A0ACI8VH40	PPP3CC	PPP3CC	Protein phosphatase 3 catalytic subunit gamma	unreviewed
A0ACI8VH41	CYC1	CYC1	Cytochrome c1	unreviewed
A0ACI8VH42	TBC1D16	TBC1D16	TBC1 domain family member 16	unreviewed
A0ACI8VH43	RNASEH1	RNASEH1	Ribonuclease H1	unreviewed
A0ACI8VH45	LRCH4	LRCH4	Leucine rich repeats and calponin homology domain containing 4	unreviewed
A0ACI8VH46	CYC1	CYC1	Cytochrome c1	unreviewed
A0ACI8VH47	PPP3CC	PPP3CC	Protein phosphatase 3 catalytic subunit gamma	unreviewed
A0ACI8VH49	ANKRD24	ANKRD24	Ankyrin repeat domain 24	unreviewed
A0ACI8VH50	MIGA1	MIGA1	Mitoguardin 1	unreviewed
A0ACI8VH51	KCNT1	KCNT1	Potassium sodium-activated channel subfamily T member 1	unreviewed
A0ACI8VH52	ZNF143	ZNF143	Zinc finger protein 143	unreviewed
A0ACI8VH53	FOXRED1	FOXRED1	FAD dependent oxidoreductase domain containing 1	unreviewed
A0ACI8VH54	MORC4	MORC4	MORC family CW-type zinc finger 4	unreviewed
A0ACI8VH55	FOXRED1	FOXRED1	FAD dependent oxidoreductase domain containing 1	unreviewed
A0ACI8VH56	FLI1	FLI1	Fli-1 proto-oncogene, ETS transcription factor	unreviewed
A0ACI8VH57	PTPRE	PTPRE	Protein tyrosine phosphatase receptor type E	unreviewed
A0ACI8VH58	DHX16	DHX16	DEAH-box helicase 16	unreviewed
A0ACI8VH59	ACTN3	ACTN3	Actinin alpha 3	unreviewed
A0ACI8VH60	LIMS1	LIMS1	LIM zinc finger domain containing 1	unreviewed
A0ACI8VH61	MORC4	MORC4	MORC family CW-type zinc finger 4	unreviewed
A0ACI8VH62	TLE4	TLE4	TLE family member 4, transcriptional corepressor	unreviewed
A0ACI8VH63	PTPRE	PTPRE	Protein tyrosine phosphatase receptor type E	unreviewed
A0ACI8VH64	PTPRE	PTPRE	Protein tyrosine phosphatase receptor type E	unreviewed
A0ACI8VH65	ZNF251	ZNF251	Zinc finger protein 251	unreviewed
A0ACI8VH66	TRIM9	TRIM9	Tripartite motif containing 9	unreviewed
A0ACI8VH67	PTPRE	PTPRE	Protein tyrosine phosphatase receptor type E	unreviewed
A0ACI8VH68	PPP3CC	PPP3CC	Protein phosphatase 3 catalytic subunit gamma	unreviewed
A0ACI8VH69	DHX16	DHX16	DEAH-box helicase 16	unreviewed
A0ACI8VH70	DHX16	DHX16	DEAH-box helicase 16	unreviewed
A0ACI8VH71	FOXRED1	FOXRED1	FAD dependent oxidoreductase domain containing 1	unreviewed
A0ACI8VH72	KIAA2013	KIAA2013	KIAA2013	unreviewed
A0ACI8VH73	MIGA1	MIGA1	Mitoguardin 1	unreviewed
A0ACI8VH74	ZDHHC4	ZDHHC4	Zinc finger DHHC-type palmitoyltransferase 4	unreviewed
A0ACI8VH75	ZMYND10	ZMYND10	Zinc finger MYND-type containing 10	unreviewed
A0ACI8VH76	TMEM183A	TMEM183A	Transmembrane protein 183A	unreviewed
A0ACI8VH77	ANKDD1A	ANKDD1A	Ankyrin repeat and death domain containing 1A	unreviewed
A0ACI8VH79	NCL	NCL	Nucleolin	unreviewed
A0ACI8VH81	ZMYND10	ZMYND10	Zinc finger MYND-type containing 10	unreviewed
A0ACI8VH82	FOXRED1	FOXRED1	FAD dependent oxidoreductase domain containing 1	unreviewed
A0ACI8VH83	PPP3CC	PPP3CC	Protein phosphatase 3 catalytic subunit gamma	unreviewed
A0ACI8VH84	STAG1	STAG1	STAG1 cohesin complex component	unreviewed
A0ACI8VH85	SLC20A2	SLC20A2	Solute carrier family 20 member 2	unreviewed
A0ACI8VH86	TMEM183A	TMEM183A	Transmembrane protein 183A	unreviewed
A0ACI8VH88	KLHDC4	KLHDC4	Kelch domain containing 4	unreviewed
A0ACI8VH89	PPP3CC	PPP3CC	Protein phosphatase 3 catalytic subunit gamma	unreviewed
A0ACI8VH90	MYOT	MYOT	Myotilin	unreviewed
A0ACI8VH91	NCL	NCL	Nucleolin	unreviewed
A0ACI8VH93	HHIP	HHIP	Hedgehog interacting protein	unreviewed
A0ACI8VH94	CYC1	CYC1	Cytochrome c1	unreviewed
A0ACI8VH95	IQCB1	IQCB1	IQ motif containing B1	unreviewed
A0ACI8VH96	ANKDD1A	ANKDD1A	Ankyrin repeat and death domain containing 1A	unreviewed
A0ACI8VH97			IQ motif containing D	unreviewed
A0ACI8VH98	FYN	FYN	FYN proto-oncogene, Src family tyrosine kinase	unreviewed
A0ACI8VH99	TSPAN12	TSPAN12	Tetraspanin 12	unreviewed
